"areaCode","villcode","countyname","countycode","towncode","townname","villname","area_nickname"
"6300003","63000040031","臺北市","63000","63000040","中山區","中原里","中山區、松山區*"
"6300003","63000040032","臺北市","63000","63000040","中山區","興亞里","中山區、松山區*"
"6300003","63000040033","臺北市","63000","63000040","中山區","中央里","中山區、松山區*"
"6300003","63000040034","臺北市","63000","63000040","中山區","朱馥里","中山區、松山區*"
"6300003","63000040035","臺北市","63000","63000040","中山區","龍洲里","中山區、松山區*"
"6300003","63000040036","臺北市","63000","63000040","中山區","朱園里","中山區、松山區*"
"6300003","63000040037","臺北市","63000","63000040","中山區","埤頭里","中山區、松山區*"
"6300003","63000040038","臺北市","63000","63000040","中山區","朱崙里","中山區、松山區*"
"6300003","63000040039","臺北市","63000","63000040","中山區","力行里","中山區、松山區*"
"6300003","63000040040","臺北市","63000","63000040","中山區","復華里","中山區、松山區*"
"6300003","63000010010","臺北市","63000","63000010","松山區","精忠里","中山區、松山區*"
"6300003","63000010011","臺北市","63000","63000010","松山區","東光里","中山區、松山區*"
"6300003","63000010012","臺北市","63000","63000010","松山區","龍田里","中山區、松山區*"
"6300003","63000010013","臺北市","63000","63000010","松山區","東昌里","中山區、松山區*"
"6300003","63000010014","臺北市","63000","63000010","松山區","東勢里","中山區、松山區*"
"6300003","63000010015","臺北市","63000","63000010","松山區","中華里","中山區、松山區*"
"6300003","63000010016","臺北市","63000","63000010","松山區","民有里","中山區、松山區*"
"6300003","63000010017","臺北市","63000","63000010","松山區","民福里","中山區、松山區*"
"6300003","63000010035","臺北市","63000","63000010","松山區","松基里","中山區、松山區*"
"6300003","63000010002","臺北市","63000","63000010","松山區","莊敬里","中山區、松山區*"
"6300003","63000010003","臺北市","63000","63000010","松山區","東榮里","中山區、松山區*"
"6300003","63000010005","臺北市","63000","63000010","松山區","新益里","中山區、松山區*"
"6300003","63000010007","臺北市","63000","63000010","松山區","新東里","中山區、松山區*"
"6300003","63000010009","臺北市","63000","63000010","松山區","介壽里","中山區、松山區*"
"6300003","63000010004","臺北市","63000","63000010","松山區","三民里","中山區、松山區*"
"6300003","63000010006","臺北市","63000","63000010","松山區","富錦里","中山區、松山區*"
"6300003","63000010008","臺北市","63000","63000010","松山區","富泰里","中山區、松山區*"
"6300003","63000010021","臺北市","63000","63000010","松山區","自強里","中山區、松山區*"
"6300003","63000010020","臺北市","63000","63000010","松山區","鵬程里","中山區、松山區*"
"6300003","63000010019","臺北市","63000","63000010","松山區","安平里","中山區、松山區*"
"6300004","63000100001","臺北市","63000","63000100","內湖區","西湖里","內湖區、南港區"
"6300004","63000100002","臺北市","63000","63000100","內湖區","西康里","內湖區、南港區"
"6300004","63000100003","臺北市","63000","63000100","內湖區","西安里","內湖區、南港區"
"6300004","63000100005","臺北市","63000","63000100","內湖區","港墘里","內湖區、南港區"
"6300004","63000100006","臺北市","63000","63000100","內湖區","港都里","內湖區、南港區"
"6300004","63000100007","臺北市","63000","63000100","內湖區","港富里","內湖區、南港區"
"6300004","63000100008","臺北市","63000","63000100","內湖區","港華里","內湖區、南港區"
"6300004","63000100009","臺北市","63000","63000100","內湖區","內湖里","內湖區、南港區"
"6300004","63000100010","臺北市","63000","63000100","內湖區","湖濱里","內湖區、南港區"
"6300004","63000100011","臺北市","63000","63000100","內湖區","紫星里","內湖區、南港區"
"6300004","63000100012","臺北市","63000","63000100","內湖區","大湖里","內湖區、南港區"
"6300004","63000100013","臺北市","63000","63000100","內湖區","金龍里","內湖區、南港區"
"6300004","63000100014","臺北市","63000","63000100","內湖區","金瑞里","內湖區、南港區"
"6300004","63000100015","臺北市","63000","63000100","內湖區","碧山里","內湖區、南港區"
"6300004","63000100016","臺北市","63000","63000100","內湖區","紫雲里","內湖區、南港區"
"6300004","63000100017","臺北市","63000","63000100","內湖區","清白里","內湖區、南港區"
"6300004","63000100018","臺北市","63000","63000100","內湖區","葫洲里","內湖區、南港區"
"6300004","63000100019","臺北市","63000","63000100","內湖區","紫陽里","內湖區、南港區"
"6300004","63000100020","臺北市","63000","63000100","內湖區","瑞陽里","內湖區、南港區"
"6300004","63000100021","臺北市","63000","63000100","內湖區","瑞光里","內湖區、南港區"
"6300004","63000100022","臺北市","63000","63000100","內湖區","五分里","內湖區、南港區"
"6300004","63000100023","臺北市","63000","63000100","內湖區","東湖里","內湖區、南港區"
"6300004","63000100024","臺北市","63000","63000100","內湖區","樂康里","內湖區、南港區"
"6300004","63000100025","臺北市","63000","63000100","內湖區","內溝里","內湖區、南港區"
"6300004","63000100026","臺北市","63000","63000100","內湖區","週美里","內湖區、南港區"
"6300004","63000100027","臺北市","63000","63000100","內湖區","行善里","內湖區、南港區"
"6300004","63000100028","臺北市","63000","63000100","內湖區","石潭里","內湖區、南港區"
"6300004","63000100029","臺北市","63000","63000100","內湖區","湖興里","內湖區、南港區"
"6300004","63000100030","臺北市","63000","63000100","內湖區","湖元里","內湖區、南港區"
"6300004","63000100031","臺北市","63000","63000100","內湖區","安湖里","內湖區、南港區"
"6300004","63000100032","臺北市","63000","63000100","內湖區","秀湖里","內湖區、南港區"
"6300004","63000100033","臺北市","63000","63000100","內湖區","安泰里","內湖區、南港區"
"6300004","63000100034","臺北市","63000","63000100","內湖區","金湖里","內湖區、南港區"
"6300004","63000100035","臺北市","63000","63000100","內湖區","康寧里","內湖區、南港區"
"6300004","63000100036","臺北市","63000","63000100","內湖區","明湖里","內湖區、南港區"
"6300004","63000100037","臺北市","63000","63000100","內湖區","蘆洲里","內湖區、南港區"
"6300004","63000100038","臺北市","63000","63000100","內湖區","麗山里","內湖區、南港區"
"6300004","63000100039","臺北市","63000","63000100","內湖區","寶湖里","內湖區、南港區"
"6300004","63000100040","臺北市","63000","63000100","內湖區","南湖里","內湖區、南港區"
"6300004","63000090001","臺北市","63000","63000090","南港區","南港里","內湖區、南港區"
"6300004","63000090002","臺北市","63000","63000090","南港區","中南里","內湖區、南港區"
"6300004","63000090004","臺北市","63000","63000090","南港區","三重里","內湖區、南港區"
"6300004","63000090003","臺北市","63000","63000090","南港區","新富里","內湖區、南港區"
"6300004","63000090017","臺北市","63000","63000090","南港區","中研里","內湖區、南港區"
"6300004","63000090018","臺北市","63000","63000090","南港區","九如里","內湖區、南港區"
"6300004","63000090016","臺北市","63000","63000090","南港區","舊莊里","內湖區、南港區"
"6300004","63000090005","臺北市","63000","63000090","南港區","東新里","內湖區、南港區"
"6300004","63000090020","臺北市","63000","63000090","南港區","重陽里","內湖區、南港區"
"6300004","63000090007","臺北市","63000","63000090","南港區","東明里","內湖區、南港區"
"6300004","63000090008","臺北市","63000","63000090","南港區","西新里","內湖區、南港區"
"6300004","63000090009","臺北市","63000","63000090","南港區","玉成里","內湖區、南港區"
"6300004","63000090010","臺北市","63000","63000090","南港區","合成里","內湖區、南港區"
"6300004","63000090006","臺北市","63000","63000090","南港區","新光里","內湖區、南港區"
"6300004","63000090015","臺北市","63000","63000090","南港區","聯成里","內湖區、南港區"
"6300004","63000090012","臺北市","63000","63000090","南港區","萬福里","內湖區、南港區"
"6300004","63000090013","臺北市","63000","63000090","南港區","鴻福里","內湖區、南港區"
"6300004","63000090014","臺北市","63000","63000090","南港區","百福里","內湖區、南港區"
"6300004","63000090011","臺北市","63000","63000090","南港區","成福里","內湖區、南港區"
"6300004","63000090019","臺北市","63000","63000090","南港區","仁福里","內湖區、南港區"
"6300006","63000030001","臺北市","63000","63000030","大安區","德安里","大安區"
"6300006","63000030002","臺北市","63000","63000030","大安區","仁慈里","大安區"
"6300006","63000030003","臺北市","63000","63000030","大安區","和安里","大安區"
"6300006","63000030004","臺北市","63000","63000030","大安區","民炤里","大安區"
"6300006","63000030005","臺北市","63000","63000030","大安區","仁愛里","大安區"
"6300006","63000030006","臺北市","63000","63000030","大安區","義村里","大安區"
"6300006","63000030007","臺北市","63000","63000030","大安區","民輝里","大安區"
"6300006","63000030008","臺北市","63000","63000030","大安區","昌隆里","大安區"
"6300006","63000030009","臺北市","63000","63000030","大安區","誠安里","大安區"
"6300006","63000030010","臺北市","63000","63000030","大安區","光武里","大安區"
"6300006","63000030011","臺北市","63000","63000030","大安區","龍坡里","大安區"
"6300006","63000030012","臺北市","63000","63000030","大安區","龍泉里","大安區"
"6300006","63000030013","臺北市","63000","63000030","大安區","古風里","大安區"
"6300006","63000030014","臺北市","63000","63000030","大安區","古莊里","大安區"
"6300006","63000030015","臺北市","63000","63000030","大安區","龍安里","大安區"
"6300006","63000030016","臺北市","63000","63000030","大安區","錦安里","大安區"
"6300006","63000030017","臺北市","63000","63000030","大安區","福住里","大安區"
"6300006","63000030018","臺北市","63000","63000030","大安區","永康里","大安區"
"6300006","63000030019","臺北市","63000","63000030","大安區","光明里","大安區"
"6300006","63000030020","臺北市","63000","63000030","大安區","錦泰里","大安區"
"6300006","63000030021","臺北市","63000","63000030","大安區","錦華里","大安區"
"6300006","63000030022","臺北市","63000","63000030","大安區","龍圖里","大安區"
"6300006","63000030023","臺北市","63000","63000030","大安區","新龍里","大安區"
"6300006","63000030026","臺北市","63000","63000030","大安區","龍陣里","大安區"
"6300006","63000030027","臺北市","63000","63000030","大安區","龍雲里","大安區"
"6300006","63000030028","臺北市","63000","63000030","大安區","龍生里","大安區"
"6300006","63000030029","臺北市","63000","63000030","大安區","住安里","大安區"
"6300006","63000030030","臺北市","63000","63000030","大安區","義安里","大安區"
"6300006","63000030031","臺北市","63000","63000030","大安區","通化里","大安區"
"6300006","63000030032","臺北市","63000","63000030","大安區","通安里","大安區"
"6300006","63000030033","臺北市","63000","63000030","大安區","臨江里","大安區"
"6300006","63000030034","臺北市","63000","63000030","大安區","法治里","大安區"
"6300006","63000030035","臺北市","63000","63000030","大安區","全安里","大安區"
"6300006","63000030036","臺北市","63000","63000030","大安區","群賢里","大安區"
"6300006","63000030037","臺北市","63000","63000030","大安區","群英里","大安區"
"6300006","63000030038","臺北市","63000","63000030","大安區","虎嘯里","大安區"
"6300006","63000030039","臺北市","63000","63000030","大安區","臥龍里","大安區"
"6300006","63000030040","臺北市","63000","63000030","大安區","龍淵里","大安區"
"6300006","63000030041","臺北市","63000","63000030","大安區","龍門里","大安區"
"6300006","63000030043","臺北市","63000","63000030","大安區","大學里","大安區"
"6300006","63000030044","臺北市","63000","63000030","大安區","芳和里","大安區"
"6300006","63000030046","臺北市","63000","63000030","大安區","黎元里","大安區"
"6300006","63000030047","臺北市","63000","63000030","大安區","黎孝里","大安區"
"6300006","63000030048","臺北市","63000","63000030","大安區","黎和里","大安區"
"6300006","63000030049","臺北市","63000","63000030","大安區","建安里","大安區"
"6300006","63000030050","臺北市","63000","63000030","大安區","建倫里","大安區"
"6300006","63000030051","臺北市","63000","63000030","大安區","敦安里","大安區"
"6300006","63000030052","臺北市","63000","63000030","大安區","正聲里","大安區"
"6300006","63000030053","臺北市","63000","63000030","大安區","敦煌里","大安區"
"6300006","63000030054","臺北市","63000","63000030","大安區","華聲里","大安區"
"6300006","63000030055","臺北市","63000","63000030","大安區","車層里","大安區"
"6300006","63000030056","臺北市","63000","63000030","大安區","光信里","大安區"
"6300006","63000030057","臺北市","63000","63000030","大安區","學府里","大安區"
"6300007","63000010018","臺北市","63000","63000010","松山區","慈祐里","松山區*、信義區"
"6300007","63000010022","臺北市","63000","63000010","松山區","吉祥里","松山區*、信義區"
"6300007","63000010024","臺北市","63000","63000010","松山區","新聚里","松山區*、信義區"
"6300007","63000010025","臺北市","63000","63000010","松山區","復盛里","松山區*、信義區"
"6300007","63000010026","臺北市","63000","63000010","松山區","中正里","松山區*、信義區"
"6300007","63000010027","臺北市","63000","63000010","松山區","中崙里","松山區*、信義區"
"6300007","63000010028","臺北市","63000","63000010","松山區","美仁里","松山區*、信義區"
"6300007","63000010029","臺北市","63000","63000010","松山區","吉仁里","松山區*、信義區"
"6300007","63000010030","臺北市","63000","63000010","松山區","敦化里","松山區*、信義區"
"6300007","63000010031","臺北市","63000","63000010","松山區","復源里","松山區*、信義區"
"6300007","63000010032","臺北市","63000","63000010","松山區","復建里","松山區*、信義區"
"6300007","63000010033","臺北市","63000","63000010","松山區","復勢里","松山區*、信義區"
"6300007","63000010034","臺北市","63000","63000010","松山區","福成里","松山區*、信義區"
"6300007","63000020001","臺北市","63000","63000020","信義區","西村里","松山區*、信義區"
"6300007","63000020002","臺北市","63000","63000020","信義區","正和里","松山區*、信義區"
"6300007","63000020003","臺北市","63000","63000020","信義區","興隆里","松山區*、信義區"
"6300007","63000020004","臺北市","63000","63000020","信義區","中興里","松山區*、信義區"
"6300007","63000020005","臺北市","63000","63000020","信義區","新仁里","松山區*、信義區"
"6300007","63000020006","臺北市","63000","63000020","信義區","興雅里","松山區*、信義區"
"6300007","63000020007","臺北市","63000","63000020","信義區","敦厚里","松山區*、信義區"
"6300007","63000020008","臺北市","63000","63000020","信義區","廣居里","松山區*、信義區"
"6300007","63000020009","臺北市","63000","63000020","信義區","安康里","松山區*、信義區"
"6300007","63000020010","臺北市","63000","63000020","信義區","六藝里","松山區*、信義區"
"6300007","63000020011","臺北市","63000","63000020","信義區","雅祥里","松山區*、信義區"
"6300007","63000020012","臺北市","63000","63000020","信義區","五常里","松山區*、信義區"
"6300007","63000020013","臺北市","63000","63000020","信義區","五全里","松山區*、信義區"
"6300007","63000020014","臺北市","63000","63000020","信義區","永吉里","松山區*、信義區"
"6300007","63000020015","臺北市","63000","63000020","信義區","長春里","松山區*、信義區"
"6300007","63000020016","臺北市","63000","63000020","信義區","四育里","松山區*、信義區"
"6300007","63000020017","臺北市","63000","63000020","信義區","四維里","松山區*、信義區"
"6300007","63000020018","臺北市","63000","63000020","信義區","永春里","松山區*、信義區"
"6300007","63000020019","臺北市","63000","63000020","信義區","富台里","松山區*、信義區"
"6300007","63000020020","臺北市","63000","63000020","信義區","國業里","松山區*、信義區"
"6300007","63000020021","臺北市","63000","63000020","信義區","松隆里","松山區*、信義區"
"6300007","63000020022","臺北市","63000","63000020","信義區","松友里","松山區*、信義區"
"6300007","63000020023","臺北市","63000","63000020","信義區","松光里","松山區*、信義區"
"6300007","63000020024","臺北市","63000","63000020","信義區","中坡里","松山區*、信義區"
"6300007","63000020025","臺北市","63000","63000020","信義區","中行里","松山區*、信義區"
"6300007","63000020026","臺北市","63000","63000020","信義區","大道里","松山區*、信義區"
"6300007","63000020027","臺北市","63000","63000020","信義區","大仁里","松山區*、信義區"
"6300007","63000020028","臺北市","63000","63000020","信義區","景新里","松山區*、信義區"
"6300007","63000020029","臺北市","63000","63000020","信義區","惠安里","松山區*、信義區"
"6300007","63000020030","臺北市","63000","63000020","信義區","三張里","松山區*、信義區"
"6300007","63000020031","臺北市","63000","63000020","信義區","三犁里","松山區*、信義區"
"6300007","63000020032","臺北市","63000","63000020","信義區","六合里","松山區*、信義區"
"6300007","63000020033","臺北市","63000","63000020","信義區","泰和里","松山區*、信義區"
"6300007","63000020034","臺北市","63000","63000020","信義區","景聯里","松山區*、信義區"
"6300007","63000020035","臺北市","63000","63000020","信義區","景勤里","松山區*、信義區"
"6300007","63000020036","臺北市","63000","63000020","信義區","雙和里","松山區*、信義區"
"6300007","63000020037","臺北市","63000","63000020","信義區","嘉興里","松山區*、信義區"
"6300007","63000020038","臺北市","63000","63000020","信義區","黎順里","松山區*、信義區"
"6300007","63000020039","臺北市","63000","63000020","信義區","黎平里","松山區*、信義區"
"6300007","63000020040","臺北市","63000","63000020","信義區","黎忠里","松山區*、信義區"
"6300007","63000020041","臺北市","63000","63000020","信義區","黎安里","松山區*、信義區"
"6300008","63000050001","臺北市","63000","63000050","中正區","水源里","中正區*、文山區"
"6300008","63000050002","臺北市","63000","63000050","中正區","富水里","中正區*、文山區"
"6300008","63000050003","臺北市","63000","63000050","中正區","文盛里","中正區*、文山區"
"6300008","63000050004","臺北市","63000","63000050","中正區","林興里","中正區*、文山區"
"6300008","63000050005","臺北市","63000","63000050","中正區","河堤里","中正區*、文山區"
"6300008","63000050006","臺北市","63000","63000050","中正區","頂東里","中正區*、文山區"
"6300008","63000050007","臺北市","63000","63000050","中正區","網溪里","中正區*、文山區"
"6300008","63000050008","臺北市","63000","63000050","中正區","板溪里","中正區*、文山區"
"6300008","63000050009","臺北市","63000","63000050","中正區","螢圃里","中正區*、文山區"
"6300008","63000050010","臺北市","63000","63000050","中正區","螢雪里","中正區*、文山區"
"6300008","63000080001","臺北市","63000","63000080","文山區","景行里","中正區*、文山區"
"6300008","63000080002","臺北市","63000","63000080","文山區","景東里","中正區*、文山區"
"6300008","63000080003","臺北市","63000","63000080","文山區","景美里","中正區*、文山區"
"6300008","63000080004","臺北市","63000","63000080","文山區","景慶里","中正區*、文山區"
"6300008","63000080005","臺北市","63000","63000080","文山區","景仁里","中正區*、文山區"
"6300008","63000080006","臺北市","63000","63000080","文山區","景華里","中正區*、文山區"
"6300008","63000080007","臺北市","63000","63000080","文山區","萬有里","中正區*、文山區"
"6300008","63000080008","臺北市","63000","63000080","文山區","萬祥里","中正區*、文山區"
"6300008","63000080009","臺北市","63000","63000080","文山區","萬隆里","中正區*、文山區"
"6300008","63000080010","臺北市","63000","63000080","文山區","萬年里","中正區*、文山區"
"6300008","63000080011","臺北市","63000","63000080","文山區","萬和里","中正區*、文山區"
"6300008","63000080012","臺北市","63000","63000080","文山區","萬盛里","中正區*、文山區"
"6300008","63000080013","臺北市","63000","63000080","文山區","興豐里","中正區*、文山區"
"6300008","63000080042","臺北市","63000","63000080","文山區","興邦里","中正區*、文山區"
"6300008","63000080014","臺北市","63000","63000080","文山區","興光里","中正區*、文山區"
"6300008","63000080015","臺北市","63000","63000080","文山區","興家里","中正區*、文山區"
"6300008","63000080016","臺北市","63000","63000080","文山區","興得里","中正區*、文山區"
"6300008","63000080017","臺北市","63000","63000080","文山區","興業里","中正區*、文山區"
"6300008","63000080018","臺北市","63000","63000080","文山區","興安里","中正區*、文山區"
"6300008","63000080019","臺北市","63000","63000080","文山區","興福里","中正區*、文山區"
"6300008","63000080020","臺北市","63000","63000080","文山區","興旺里","中正區*、文山區"
"6300008","63000080021","臺北市","63000","63000080","文山區","興泰里","中正區*、文山區"
"6300008","63000080022","臺北市","63000","63000080","文山區","興昌里","中正區*、文山區"
"6300008","63000080023","臺北市","63000","63000080","文山區","試院里","中正區*、文山區"
"6300008","63000080024","臺北市","63000","63000080","文山區","華興里","中正區*、文山區"
"6300008","63000080025","臺北市","63000","63000080","文山區","明義里","中正區*、文山區"
"6300008","63000080026","臺北市","63000","63000080","文山區","明興里","中正區*、文山區"
"6300008","63000080027","臺北市","63000","63000080","文山區","木柵里","中正區*、文山區"
"6300008","63000080028","臺北市","63000","63000080","文山區","木新里","中正區*、文山區"
"6300008","63000080029","臺北市","63000","63000080","文山區","順興里","中正區*、文山區"
"6300008","63000080038","臺北市","63000","63000080","文山區","忠順里","中正區*、文山區"
"6300008","63000080030","臺北市","63000","63000080","文山區","樟林里","中正區*、文山區"
"6300008","63000080031","臺北市","63000","63000080","文山區","樟新里","中正區*、文山區"
"6300008","63000080041","臺北市","63000","63000080","文山區","樟文里","中正區*、文山區"
"6300008","63000080032","臺北市","63000","63000080","文山區","樟腳里","中正區*、文山區"
"6300008","63000080043","臺北市","63000","63000080","文山區","樟樹里","中正區*、文山區"
"6300008","63000080033","臺北市","63000","63000080","文山區","萬芳里","中正區*、文山區"
"6300008","63000080039","臺北市","63000","63000080","文山區","萬美里","中正區*、文山區"
"6300008","63000080034","臺北市","63000","63000080","文山區","博嘉里","中正區*、文山區"
"6300008","63000080035","臺北市","63000","63000080","文山區","萬興里","中正區*、文山區"
"6300008","63000080040","臺北市","63000","63000080","文山區","政大里","中正區*、文山區"
"6300008","63000080036","臺北市","63000","63000080","文山區","指南里","中正區*、文山區"
"6300008","63000080037","臺北市","63000","63000080","文山區","老泉里","中正區*、文山區"
"6500001","65000220001","新北市","65000","65000220","石門區","德茂里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000220002","新北市","65000","65000220","石門區","富基里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000220003","新北市","65000","65000220","石門區","老梅里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000220004","新北市","65000","65000220","石門區","山溪里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000220005","新北市","65000","65000220","石門區","石門里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000220006","新北市","65000","65000220","石門區","尖鹿里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000220007","新北市","65000","65000220","石門區","乾華里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000220008","新北市","65000","65000220","石門區","茂林里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000220009","新北市","65000","65000220","石門區","草里里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000210001","新北市","65000","65000210","三芝區","八賢里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000210002","新北市","65000","65000210","三芝區","埔頭里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000210003","新北市","65000","65000210","三芝區","古庄里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000210004","新北市","65000","65000210","三芝區","新庄里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000210005","新北市","65000","65000210","三芝區","埔坪里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000210006","新北市","65000","65000210","三芝區","茂長里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000210007","新北市","65000","65000210","三芝區","橫山里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000210008","新北市","65000","65000210","三芝區","錫板里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000210009","新北市","65000","65000210","三芝區","後厝里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000210010","新北市","65000","65000210","三芝區","福德里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000210011","新北市","65000","65000210","三芝區","圓山里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000210012","新北市","65000","65000210","三芝區","店子里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000210013","新北市","65000","65000210","三芝區","興華里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000100001","新北市","65000","65000100","淡水區","中和里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000100002","新北市","65000","65000100","淡水區","屯山里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000100003","新北市","65000","65000100","淡水區","賢孝里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000100004","新北市","65000","65000100","淡水區","興仁里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000100005","新北市","65000","65000100","淡水區","蕃薯里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000100007","新北市","65000","65000100","淡水區","忠山里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000100006","新北市","65000","65000100","淡水區","義山里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000100013","新北市","65000","65000100","淡水區","水源里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000100014","新北市","65000","65000100","淡水區","忠寮里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000100015","新北市","65000","65000100","淡水區","樹興里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000100016","新北市","65000","65000100","淡水區","坪頂里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000100017","新北市","65000","65000100","淡水區","福德里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000100018","新北市","65000","65000100","淡水區","竹圍里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000100039","新北市","65000","65000100","淡水區","民權里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000100019","新北市","65000","65000100","淡水區","民生里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000100020","新北市","65000","65000100","淡水區","八勢里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000100021","新北市","65000","65000100","淡水區","竿蓁里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000100008","新北市","65000","65000100","淡水區","崁頂里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000100009","新北市","65000","65000100","淡水區","埤島里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000100011","新北市","65000","65000100","淡水區","水碓里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000100038","新北市","65000","65000100","淡水區","北新里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000100037","新北市","65000","65000100","淡水區","正德里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
"6500001","65000100010","新北市","65000","65000100","淡水區","新興里","石門區、三芝區、淡水區、八里區、林口區、泰山區"
